4FGL-v30,source_type,glat,glon,variability,significance,class1,association,flags,r95,trainer,Ep,Fp,d,diffuse,Ep_unc,d_unc,p_pulsar
4FGL J1740.8-1832,unID-fsrq,6.355,8.306,18.593,5.573,,unID,"{1,2,5,14}",0.110,,0.345,1.326,0.529,,0.293,0.300,0.180
4FGL J1741.1+7226,bll-bll,31.054,103.316,9.961,7.313,bll,bll,{},0.074,bll,0.505,0.013,0.093,,1.951,0.168,0.000
4FGL J1741.1-1617,unID-pulsar,7.470,10.283,11.489,5.249,,unID,"{1,12}",0.074,,1.883,0.321,1.969,,,,0.900
4FGL J1741.1-5341,glc-fsrq,-12.024,338.191,7.888,6.227,glc,glc,{},0.087,,0.468,0.331,0.602,,0.273,0.294,0.270
4FGL J1741.1-3328,unID-pulsar,-1.570,355.643,9.236,6.983,,unID,"{5,14}",0.106,,0.890,4.648,0.701,,0.549,0.349,0.990
4FGL J1741.2+5739,bll-bll,31.918,85.993,22.819,6.901,bll,bll,{},0.056,bll,0.100,0.225,-0.096,,,0.099,0.000
4FGL J1741.3-3357,unID-pulsar,-1.864,355.251,12.152,4.891,,unID,"{4,5,14}",0.096,,1.726,0.800,1.280,,0.600,0.669,0.970
4FGL J1741.4+1354,msp,21.671,37.926,7.155,15.021,MSP,msp,{},0.047,pulsar,1.703,0.708,1.062,,0.274,0.339,0.990
4FGL J1741.4-3046,unID-pulsar,-0.203,357.956,7.504,7.478,unk,unID,"{5,6,14}",0.093,,1.221,20.698,0.876,,0.597,0.364,1.000
4FGL J1741.5-3119,unID-pulsar,-0.500,357.496,7.670,8.331,bcu,unID,{},0.059,,1.396,10.070,0.761,,0.638,0.366,0.990
4FGL J1741.5-2344,unID-pulsar,3.494,3.945,7.243,7.601,,unID,{14},0.150,,0.572,3.906,0.812,,0.245,0.340,0.960
4FGL J1741.6-2730,unID-pulsar,1.493,0.756,2.834,7.264,,unID,"{4,14}",0.151,,0.524,11.176,0.776,,0.251,0.314,0.970
4FGL J1741.8-2537,unID-bll,2.455,2.383,17.989,12.433,bcu,unID,{},0.042,,0.468,1.902,0.067,,1.760,0.090,0.050
4FGL J1741.9-2054,psr,4.906,6.426,5.961,112.796,PSR,psr,{2},0.015,pulsar,0.780,3172.899,1.436,,0.017,0.056,1.000
4FGL J1741.9+2555,bll-bll,25.991,50.199,6.846,5.908,bll,bll,{12},0.086,bll,4.255,0.034,1.990,,,,0.020
4FGL J1742.0-3020,unID-pulsar,-0.068,358.399,12.394,5.486,,unID,"{1,5,14}",0.066,,0.407,47.304,0.660,,0.226,0.290,0.840
4FGL J1742.2-1229,unID-bll,9.200,13.719,9.937,4.207,,unID,{5},0.128,,0.100,1.062,0.151,,0.206,0.196,0.100
4FGL J1742.3-3318,psr,-1.689,355.906,7.291,15.950,PSR,psr,{},0.049,pulsar,1.719,20.519,1.367,,0.260,0.364,1.000
4FGL J1742.4-1518,unID-pulsar,7.711,11.296,12.031,6.223,bcu,unID,{2},0.135,,0.645,0.854,0.890,,0.256,0.477,0.940
4FGL J1742.5+5944,bll-bll,31.784,88.452,66.687,23.042,bll,bll,{},0.035,bll,0.191,0.449,0.075,,0.426,0.062,0.000
4FGL J1742.5-2833,unID-pulsar,0.774,359.967,9.460,8.076,,unID,"{4,5,14}",0.162,,0.681,20.158,0.679,,0.375,0.283,1.000
4FGL J1742.8-2246,unID-pulsar,3.743,4.940,12.784,9.568,,unID,"{9,14}",0.098,,0.843,3.530,0.879,,0.333,0.389,0.980
4FGL J1743.0-3201,unID-pulsar,-1.152,357.084,14.700,6.172,,unID,"{1,2,4,5,14}",0.137,,0.975,3.188,0.532,,0.637,0.281,0.950
4FGL J1743.1-3049,unID-pulsar,-0.535,358.103,9.691,6.771,,unID,"{1,6,14}",0.072,,0.675,10.121,0.378,,0.592,0.187,0.850
4FGL J1743.2-1404,unID-fsrq,8.174,12.461,12.193,4.659,,unID,"{5,14}",0.072,,0.305,0.890,0.574,,0.232,0.400,0.270
4FGL J1743.4-3123,unID-pulsar,-0.874,357.661,11.038,6.257,,unID,"{1,5,14}",0.059,,1.871,2.548,0.691,,1.028,0.399,0.960
4FGL J1743.4-3406,unID-pulsar,-2.303,355.345,12.057,6.546,,unID,"{4,5,9,14}",0.196,,1.420,1.075,0.755,,0.617,0.388,0.980
4FGL J1743.4-2406,unID-pulsar,2.934,3.871,9.957,5.430,,unID,"{3,14}",0.089,,2.164,0.602,1.499,,0.635,0.657,0.960
4FGL J1743.6-3341,unID-bll,-2.126,355.722,18.572,6.044,,unID,{5},0.058,,3.032,0.389,0.337,,2.736,0.260,0.000
4FGL J1743.7-4321,unID-pulsar,-7.166,347.451,16.031,15.986,,unID,"{2,14}",0.081,,1.111,2.980,1.137,,0.159,0.277,1.000
4FGL J1743.8-3143,unID-fsrq,-1.139,357.425,7.976,6.372,,unID,{},0.082,,0.100,2.111,0.020,,,0.105,0.000
4FGL J1743.9-3539,unID-pulsar,-3.206,354.071,7.730,4.617,,unID,"{2,4,5,14}",0.571,,0.710,1.815,1.731,,0.200,0.702,0.920
4FGL J1743.9-1824,unID-pulsar,5.802,8.803,9.116,9.176,bcu,unID,{2},0.098,,0.897,3.044,1.713,,0.154,0.419,0.990
4FGL J1743.9+3747,fsrq-fsrq,28.909,63.174,15.597,4.971,fsrq,fsrq,{},0.112,fsrq,2.013,0.012,0.547,,1.514,0.612,0.020
4FGL J1744.0-7618,msp,-22.456,317.113,6.021,63.272,MSP,msp,{},0.019,pulsar,1.543,42.426,1.155,,0.056,0.087,1.000
4FGL J1744.0-2504,unID-fsrq,2.314,3.102,5.005,4.834,,unID,"{4,5,14}",0.104,,0.226,5.669,0.402,,0.244,0.221,0.340
4FGL J1744.0+1935,bll-bll,23.327,43.852,12.843,24.535,bll,bll,{},0.026,bll,7.934,0.805,0.090,,5.501,0.057,0.010
4FGL J1744.0-1311,unID-pulsar,8.452,13.338,6.700,13.826,,unID,{},0.045,,2.065,1.591,0.930,,0.401,0.292,0.980
4FGL J1744.2-0353,fsrq-fsrq,13.051,21.570,20.862,8.671,fsrq,fsrq,{},0.066,fsrq,0.407,2.736,0.905,,0.153,0.485,0.070
4FGL J1744.4+1851,bll-bll,22.969,43.151,15.022,5.416,bll,bll,{},0.072,bll,14.347,0.016,0.106,,31.135,0.208,0.000
4FGL J1744.4-1135,msp,9.183,14.785,8.602,55.694,MSP,msp,{},0.020,pulsar,0.936,197.166,1.293,,0.040,0.100,1.000
4FGL J1744.5-2612,unID-bll,1.629,2.204,12.328,9.286,unk,unID,{4},0.070,,0.263,3.195,0.139,,0.622,0.121,0.120
4FGL J1744.6-5713,bll-bll,-14.180,335.255,34.765,14.758,bll,bll,{},0.030,bll,5.824,0.193,0.143,,3.766,0.116,0.000
4FGL J1744.7-1557,unID-pulsar,6.906,11.012,6.848,12.289,,unID,{14},0.062,,0.664,2.694,0.522,,0.241,0.168,0.970
4FGL J1744.8+5540,agn-bll,31.350,83.691,11.496,4.480,agn,agn,{},0.097,,0.587,0.007,0.131,,3.287,0.351,0.000
4FGL J1744.9-3322,unID-pulsar,-2.187,356.137,8.364,8.850,,unID,"{3,14}",0.097,,1.400,3.401,0.932,,0.431,0.354,1.000
4FGL J1744.9-1727,unID-bll,6.094,9.754,19.669,27.116,bcu,unID,{},0.018,,218.594,4.316,0.017,,1963.216,0.043,0.000
4FGL J1744.9-2153,unID-pulsar,3.797,5.940,8.756,6.383,,unID,"{4,14}",0.117,,0.676,0.940,0.417,,0.514,0.237,0.640
4FGL J1744.9-2905,unID-pulsar,0.042,359.794,3.706,9.342,unk,unID,"{3,5,9,12,14}",0.043,,2.250,195.672,1.989,,,,0.980
4FGL J1745.1+4731,unID-bll,30.515,74.230,24.109,4.345,bcu,unID,{},0.075,,2.753,0.010,0.707,,1.417,0.560,0.010
4FGL J1745.3-3502,unID-pulsar,-3.126,354.760,11.380,4.886,,unID,"{4,5,14}",0.088,,0.798,0.639,0.492,,0.634,0.300,0.790
4FGL J1745.4-0753,bll-bll,10.820,18.162,9.015,24.544,bll,bll,{},0.020,bll,0.601,3.037,0.033,,1.783,0.044,0.040
4FGL J1745.5-2249,unID-pulsar,3.200,5.217,9.322,5.870,,unID,"{5,14}",0.106,,0.368,6.069,0.932,,0.156,0.299,0.620
4FGL J1745.5+1017,msp,19.245,34.870,10.281,25.688,MSP,msp,{},0.033,pulsar,1.547,3.835,0.981,,0.165,0.177,1.000
4FGL J1745.6-3626,unID-pulsar,-3.907,353.590,16.077,7.544,,unID,{},0.080,,1.635,0.855,1.067,,0.472,0.449,0.990
4FGL J1745.6-2859,gc-pulsar,-0.039,359.953,4.074,53.479,GC,gc,"{2,9,10}",0.010,,0.729,10298.557,0.275,,0.119,0.026,0.690
4FGL J1745.6+3950,bll-bll,29.050,65.538,8.278,8.447,bll,bll,{},0.043,bll,7.346,0.016,0.013,,74.319,0.119,0.000
4FGL J1745.6-3145,unID-pulsar,-1.479,357.597,11.124,7.425,,unID,"{4,5,14}",0.077,,0.690,5.571,0.500,,0.405,0.200,0.910
4FGL J1745.7-2506,unID-pulsar,1.964,3.291,5.649,6.225,unk,unID,"{3,4,5,14}",0.117,,1.241,2.935,1.389,,0.422,0.623,1.000
4FGL J1746.0-2349,unID-fsrq,2.579,4.410,13.650,4.976,,unID,"{5,14}",0.111,,0.209,9.866,0.615,,0.157,0.331,0.390
4FGL J1746.1-2541,unID-pulsar,1.582,2.840,2.899,6.502,,unID,{14},0.070,,0.759,2.749,0.602,,0.475,0.307,0.980
4FGL J1746.2-3342,spp-bll,-2.591,355.995,13.381,5.945,spp,spp,"{1,6}",0.087,,0.100,0.851,0.076,,0.597,0.141,0.000
