4FGL-DR4,source_type,glat,glon,variability,significance,class1,assoc_prob,association,flags,r95,trainer,Ep,Fp,d,diffuse,Ep_unc,d_unc,p_pulsar
4FGL J2129.5+5431,unID-blazar,2.434,96.314,19.803,4.706,,0.000,unID,{},0.049,,0.100,0.034,0.019,1.061,0.468,0.000,0.000
4FGL J2129.8-0428,msp,-36.960,48.933,8.196,31.189,MSP,1.000,msp,{},0.036,pulsar,1.419,2.564,0.857,-0.289,0.135,0.149,1.000
4FGL J2129.9+1208,glc-blazar,-27.319,64.985,25.771,10.669,glc,0.997,glc,{2},0.143,,0.309,0.752,0.547,-0.032,0.177,0.242,0.080
4FGL J2130.0+2610,bcu_unk-blazar,-17.964,76.348,20.044,6.360,bcu,0.954,bcu_unk,{},0.068,,0.100,0.200,0.035,0.049,0.007,0.143,0.000
4FGL J2130.1-8222,unID-blazar,-31.829,309.838,11.542,4.391,,0.000,unID,{},0.116,,0.472,0.027,0.225,0.238,0.990,0.246,0.030
4FGL J2130.2-7320,bll-blazar,-36.858,318.941,12.564,5.380,bll,0.909,bll,{},0.112,blazar,2.202,0.020,0.758,-0.193,0.844,0.720,0.250
4FGL J2130.4-4241,bcu_unk-blazar,-46.669,358.382,221.217,6.674,bcu,0.000,bcu_unk,{},0.103,,0.238,0.134,0.293,-0.171,0.342,0.238,0.000
4FGL J2130.8-6623,bcu_unk-pulsar,-40.256,326.697,22.381,30.006,bcu,0.000,bcu_unk,{},0.043,,1.412,1.391,1.242,-0.373,0.118,0.221,0.540
4FGL J2130.8+2649,unID-pulsar,-17.644,76.975,20.338,4.380,,0.000,unID,{5},0.159,,1.059,0.096,1.488,0.088,0.459,1.296,0.680
4FGL J2131.0-2746,bll-blazar,-45.850,19.995,36.363,31.737,bll,1.000,bll,{},0.022,blazar,12.409,1.436,0.248,-0.307,4.216,0.067,0.000
4FGL J2131.4-1124,unID-pulsar,-40.610,41.350,11.425,6.342,,0.000,unID,{9},0.166,,0.577,0.127,0.759,-0.184,0.294,0.429,0.980
4FGL J2131.5+2016,spp-blazar,-22.262,72.010,11.167,4.120,spp,0.800,spp,{},0.185,,0.100,0.065,0.118,-0.056,0.410,0.328,0.000
4FGL J2131.5-0916,bll-blazar,-39.674,43.876,28.003,23.686,bll,0.999,bll,{},0.032,blazar,0.100,0.594,-0.010,-0.253,,0.046,0.000
4FGL J2131.6-3714,unID-blazar,-47.042,6.344,12.569,5.216,,0.000,unID,{3},0.050,,0.100,0.032,-0.070,-0.137,,0.123,0.000
4FGL J2131.7-2515,bll-blazar,-45.463,23.554,23.420,16.557,bll,0.999,bll,{},0.043,blazar,13.273,0.173,0.181,-0.282,10.069,0.118,0.000
4FGL J2132.0-5418,bcu_unk-blazar,-44.847,341.893,94.467,12.757,bcu,0.996,bcu_unk,{3},0.075,,0.100,0.554,0.118,-0.218,0.181,0.111,0.000
4FGL J2132.3-2005,unID-blazar,-44.149,30.607,15.312,5.272,,0.000,unID,{},0.136,,1000.000,0.012,0.000,-0.291,,0.180,0.000
4FGL J2133.0+2610,bcu_unk-blazar,-18.444,76.834,12.311,7.142,bcu,0.988,bcu_unk,{},0.093,,0.249,0.243,0.387,0.023,0.268,0.231,0.420
4FGL J2133.1+2529,bll-blazar,-18.950,76.344,16.348,11.717,bll,1.000,bll,{6},0.051,blazar,29.136,0.072,0.065,-0.047,87.805,0.136,0.000
4FGL J2133.1-6432,unID-pulsar,-41.289,328.748,9.089,27.168,,0.000,unID,{},0.044,,1.229,1.827,1.175,-0.302,0.124,0.224,0.980
4FGL J2133.6+8002,bcu_unk-blazar,20.428,114.868,14.687,4.507,bcu,0.000,bcu_unk,{},0.057,,11.570,0.013,1.591,0.050,3.813,1.049,0.000
4FGL J2133.6+1439,bcu_unk-blazar,-26.391,67.796,28.211,4.432,bcu,0.985,bcu_unk,{},0.178,,0.100,1.507,-0.003,-0.088,,0.190,0.000
4FGL J2133.9+6646,bll-blazar,10.986,105.181,78.941,20.192,bll,0.998,bll,{},0.024,blazar,1.862,0.663,0.100,0.691,1.849,0.071,0.000
4FGL J2134.2-0154,bll-blazar,-36.535,52.391,140.822,35.443,bll,0.989,bll,{},0.028,blazar,0.170,3.717,0.132,-0.242,0.164,0.055,0.000
4FGL J2134.3-6511,bcu_unk-blazar,-41.117,327.901,16.096,7.520,bcu,0.988,bcu_unk,{5},0.071,,1.613,0.033,0.460,-0.334,1.280,0.476,0.210
4FGL J2134.5-2130,bll-blazar,-45.073,28.944,70.941,24.226,bll,1.000,bll,{},0.024,blazar,3.326,0.623,0.149,-0.322,1.321,0.067,0.000
4FGL J2135.3-5006,fsrq-blazar,-46.400,347.537,111.844,23.323,fsrq,1.000,fsrq,{},0.032,blazar,0.100,5.851,0.177,-0.193,0.076,0.068,0.000
4FGL J2136.2+0032,fsrq-blazar,-35.581,55.252,303.560,20.503,fsrq,0.893,fsrq,{2},0.239,blazar,0.100,12.303,0.368,-0.123,0.039,0.123,0.000
4FGL J2136.2-0642,bcu_unk-blazar,-39.469,47.508,13.063,6.670,bcu,0.997,bcu_unk,"{2,9}",0.069,,0.100,0.998,0.032,-0.282,,0.157,0.000
4FGL J2136.5+4259,bcu_unk-blazar,-6.808,89.321,249.312,10.739,bcu,0.982,bcu_unk,{2},0.112,,0.100,4.046,0.222,0.486,0.115,0.119,0.000
4FGL J2137.4-3209,bcu_unk-blazar,-47.901,13.970,11.995,6.787,bcu,,bcu_unk,{},0.054,,5.948,0.027,0.712,-0.282,2.500,0.531,0.030
4FGL J2138.3+3556,bcu_unk-blazar,-12.234,84.742,10.292,6.914,bcu,0.982,bcu_unk,{},0.079,,8.922,0.019,0.211,0.235,9.766,0.315,0.000
4FGL J2138.3-4933,bcu_unk-blazar,-46.999,348.148,33.558,4.394,bcu,0.991,bcu_unk,{5},0.160,,0.199,0.509,0.970,-0.208,0.085,0.386,0.050
4FGL J2138.8-2055,bll-blazar,-45.844,30.159,17.862,8.549,bll,0.999,bll,{},0.036,blazar,15.386,0.037,0.297,-0.303,13.185,0.270,0.000
4FGL J2138.9-0408,unID-blazar,-38.726,50.792,23.639,5.644,,0.000,unID,{},0.104,,2.763,0.026,1.194,-0.330,0.870,0.768,0.310
4FGL J2139.1+3724,bcu_unk-pulsar,-11.263,85.881,15.598,4.935,bcu,0.929,bcu_unk,{1},0.188,,0.500,0.280,1.367,0.309,0.191,0.903,0.630
4FGL J2139.2-2214,bcu_unk-blazar,-46.337,28.384,12.044,7.308,bcu,0.982,bcu_unk,{3},0.151,,0.100,0.644,0.015,-0.305,,0.234,0.000
4FGL J2139.2-2444,fsrq-blazar,-46.998,24.871,13.200,4.761,fsrq,0.849,fsrq,{},0.216,blazar,0.100,0.311,0.043,-0.243,,0.174,0.000
4FGL J2139.4-4235,bll-blazar,-48.329,358.316,932.030,109.460,bll,1.000,bll,{},0.013,blazar,2.216,67.274,0.097,-0.167,0.329,0.015,0.000
4FGL J2139.9+3910,bcu_unk-blazar,-10.070,87.205,26.733,4.089,bcu,0.986,bcu_unk,{},0.210,,0.334,0.171,0.534,0.351,0.472,0.648,0.010
4FGL J2140.0+4716,psr,-4.029,92.641,12.126,59.341,PSR,1.000,psr,{},0.029,pulsar,0.897,98.007,1.317,0.713,0.039,0.103,0.830
4FGL J2140.5-6731,bcu_unk-blazar,-40.562,324.796,51.330,5.601,bcu,0.905,bcu_unk,{2},0.243,,0.341,0.254,1.541,-0.402,0.140,0.904,0.300
4FGL J2141.4+2947,bll-blazar,-17.185,80.892,23.158,5.540,bll,,bll,{},0.110,blazar,2.327,0.023,0.355,0.070,1.666,0.320,0.000
4FGL J2141.4+0733,unID-blazar,-32.423,62.978,7.131,7.915,,0.000,unID,{},0.290,,0.100,0.321,0.186,-0.172,0.248,0.180,0.260
4FGL J2141.7-6410,bcu_unk-blazar,-42.276,328.623,2249.116,67.272,bcu,1.000,bcu_unk,{},0.017,,0.245,30.826,0.220,-0.286,0.061,0.033,0.000
4FGL J2141.8-3727,fsrq-blazar,-49.072,6.050,73.355,17.264,fsrq,0.998,fsrq,{},0.087,blazar,0.100,5.214,0.128,-0.301,0.027,0.082,0.000
4FGL J2142.1+4501,bcu_unk-blazar,-5.962,91.427,16.593,7.582,bcu,0.995,bcu_unk,{},0.058,,11.103,0.031,0.387,0.307,6.988,0.326,0.000
4FGL J2142.4+3659,bcu_unk-blazar,-12.015,86.078,11.061,11.481,bcu,0.999,bcu_unk,{},0.050,,23.436,0.112,0.237,0.243,19.213,0.199,0.000
4FGL J2142.5-2029,unID-blazar,-46.543,31.139,11.600,7.257,,0.000,unID,{},0.051,,1000.000,0.030,-0.002,-0.328,,0.133,0.000
4FGL J2142.5-2552,bcu_unk-blazar,-47.981,23.494,142.439,21.975,bcu,0.970,bcu_unk,{2},0.116,,0.973,0.537,0.214,-0.357,0.431,0.092,0.000
4FGL J2142.7-0437,fsrq-blazar,-39.782,50.915,12.125,8.331,fsrq,0.996,fsrq,{},0.065,blazar,0.578,0.055,0.222,-0.372,0.846,0.206,0.020
4FGL J2142.8+1958,bcu_unk-blazar,-24.388,73.766,25.963,10.022,bcu,0.998,bcu_unk,{},0.043,,15.078,0.064,0.538,0.023,7.325,0.366,0.010
4FGL J2143.0-5501,bcu_unk-blazar,-46.128,340.220,16.718,5.426,bcu,0.807,bcu_unk,{2},0.732,,0.146,1.804,1.821,-0.297,0.048,0.827,0.240
4FGL J2143.1-3929,bll-blazar,-49.272,2.929,53.037,16.544,bll,0.999,bll,{},0.036,blazar,0.100,0.581,-0.016,-0.291,,0.064,0.000
4FGL J2143.4+6608,unID-blazar,9.874,105.454,12.748,5.531,,0.980,unID,"{2,6}",0.050,,0.100,1.792,0.245,0.827,0.176,0.242,0.080
4FGL J2143.5+1743,fsrq-blazar,-26.081,72.113,2051.717,86.340,fsrq,1.000,fsrq,{},0.016,blazar,0.100,645.550,0.093,-0.022,0.004,0.020,0.000
4FGL J2143.6-0904,unID-blazar,-42.210,45.971,8.604,4.147,,0.000,unID,{3},0.159,,0.100,0.083,0.201,-0.310,0.292,0.243,0.130
4FGL J2143.9+3337,bcu_unk-blazar,-14.725,84.013,27.426,12.830,bcu,0.991,bcu_unk,{},0.062,,4.101,0.067,0.083,0.170,5.298,0.099,0.000
4FGL J2144.2+3132,bll-blazar,-16.302,82.600,39.012,21.259,bll,0.998,bll,{},0.026,blazar,1.001,0.535,0.123,0.110,0.788,0.071,0.000
4FGL J2144.2+7709,unID-pulsar,18.005,113.123,9.780,8.188,,0.000,unID,{6},0.072,,2.865,0.163,2.000,0.524,,,0.950
4FGL J2144.7-5640,unID-blazar,-45.768,337.878,15.320,4.806,,0.000,unID,{3},0.081,,21.266,0.040,1.986,-0.247,,,0.000
4FGL J2144.8-1817,bcu_unk-blazar,-46.323,34.407,20.329,5.834,bcu,0.986,bcu_unk,{},0.081,,10.305,0.010,0.122,-0.326,18.925,0.295,0.000
4FGL J2144.8-1600,unID-blazar,-45.485,37.468,9.424,5.493,,0.000,unID,{2},0.104,,9.291,0.015,0.369,-0.268,7.073,0.443,0.060
4FGL J2145.0-3356,fsrq-blazar,-49.627,11.463,385.475,40.709,fsrq,1.000,fsrq,{},0.029,blazar,0.272,6.185,0.215,-0.325,0.102,0.052,0.000
4FGL J2145.5+1006,bll-blazar,-31.550,66.036,21.459,7.790,bll,0.999,bll,{},0.054,blazar,19.546,0.030,0.448,-0.198,13.479,0.414,0.090
4FGL J2145.7+0718,bll-blazar,-33.407,63.541,11.181,9.358,bll,0.998,bll,{},0.048,blazar,0.100,0.155,-0.036,-0.083,,0.118,0.000
4FGL J2146.4-1528,fsrq-blazar,-45.637,38.387,54.913,8.050,fsrq,0.992,fsrq,{5},0.135,blazar,0.100,4.867,0.151,-0.160,0.015,0.140,0.000
4FGL J2146.5-1344,bll-blazar,-44.950,40.662,57.124,46.525,bll,1.000,bll,{},0.018,blazar,17.595,7.955,0.237,-0.257,5.030,0.050,0.000
4FGL J2146.8+0425,bcu_unk-blazar,-35.416,61.014,30.805,6.412,bcu,0.981,bcu_unk,{},0.159,,0.100,0.826,0.287,-0.242,0.139,0.236,0.000
4FGL J2146.9-3606,unID-pulsar,-50.088,8.123,17.400,4.024,,0.300,unID,{},0.100,,2.083,0.025,1.997,-0.341,,,0.800
4FGL J2147.0+5738,unID-pulsar,3.149,100.216,17.423,4.785,,0.580,unID,"{2,4,6}",0.190,,0.651,0.690,0.626,1.073,0.448,0.327,0.900
4FGL J2147.1+0931,fsrq-blazar,-32.241,65.808,700.641,42.018,FSRQ,1.000,fsrq,{},0.029,blazar,0.100,65.954,0.199,-0.202,0.029,0.041,0.000
4FGL J2147.1-0334,unID-blazar,-40.151,52.840,15.425,4.091,,0.000,unID,{},0.073,,0.100,0.030,-0.035,-0.369,,0.185,0.000
4FGL J2147.3-7536,fsrq-blazar,-36.534,315.801,4073.615,77.782,FSRQ,1.000,fsrq,{},0.013,blazar,0.100,233.168,0.149,0.007,0.023,0.022,0.000
4FGL J2147.4-3854,unID-blazar,-50.120,3.747,10.905,4.773,,0.000,unID,{},0.072,,0.100,0.091,0.001,-0.324,,0.171,0.000
4FGL J2147.7+4735,unID-pulsar,-4.646,93.850,10.380,5.055,,0.000,unID,"{4,6}",0.085,,1.387,0.210,0.961,0.797,0.504,0.495,1.000
4FGL J2148.0-0733,bll-blazar,-42.426,48.475,22.909,17.381,bll,0.999,bll,{},0.042,blazar,4.171,0.136,0.212,-0.258,2.115,0.155,0.000
4FGL J2148.6+0652,fsrq-blazar,-34.231,63.688,52.099,9.163,fsrq,0.000,fsrq,{2},0.210,blazar,0.126,2.983,0.516,-0.131,0.075,0.190,0.000
4FGL J2148.9-0121,bcu_unk-blazar,-39.275,55.551,11.202,4.411,bcu,0.986,bcu_unk,{},0.075,,0.100,0.201,-0.100,-0.119,,0.107,0.000
4FGL J2149.1+6104,bcu_unk-blazar,5.607,102.622,24.295,8.512,bcu,0.938,bcu_unk,{},0.198,,0.224,4.828,0.775,0.736,0.098,0.285,0.030
4FGL J2149.6+0323,bll-blazar,-36.613,60.552,49.585,17.388,bll,0.999,bll,{},0.040,blazar,0.788,0.274,0.103,-0.181,1.123,0.095,0.000
4FGL J2149.7+1917,bcu_unk-blazar,-26.045,74.495,84.761,11.510,bcu,0.958,bcu_unk,{},0.072,,0.193,0.806,0.289,0.059,0.211,0.171,0.000
4FGL J2150.1-1410,bll-blazar,-45.924,40.603,25.770,14.594,bll,0.998,bll,{},0.043,blazar,26.302,0.283,0.211,-0.225,24.082,0.150,0.000
4FGL J2150.7-1750,bll-blazar,-47.475,35.771,15.715,10.305,bll,0.989,bll,{3},0.083,blazar,0.100,1.434,0.060,-0.214,0.002,0.111,0.000
4FGL J2150.7-2810,fsrq-blazar,-50.218,20.591,31.693,4.009,fsrq,0.991,fsrq,{13},0.062,blazar,1.643,0.008,0.225,-0.351,2.716,0.299,0.000
4FGL J2150.8+1118,bll-blazar,-31.731,68.103,14.614,7.640,bll,0.998,bll,{},0.100,blazar,1.704,0.026,0.081,-0.101,5.472,0.185,0.010
4FGL J2151.2-4034,unID-blazar,-50.738,1.068,9.954,7.407,,0.000,unID,{},0.082,,4.396,0.035,0.518,-0.333,2.069,0.443,0.060
4FGL J2151.4+4156,bll-blazar,-9.402,90.715,26.254,16.290,bll,0.999,bll,{},0.032,blazar,5.855,0.384,0.594,0.372,1.282,0.224,0.010
4FGL J2151.7-2749,fsrq-blazar,-50.356,21.182,38.069,6.168,fsrq,0.862,fsrq,{},0.150,blazar,0.355,0.116,0.555,-0.378,0.413,0.490,0.090
4FGL J2151.8-3027,fsrq-blazar,-50.770,17.082,1403.606,44.399,fsrq,0.999,fsrq,{},0.034,blazar,0.100,236.648,0.440,-0.381,0.016,0.057,0.000
4FGL J2152.0+4718,unID-blazar,-5.319,94.229,9.403,9.505,,0.000,unID,{6},0.101,,0.100,2.360,0.170,0.619,0.169,0.150,0.100
4FGL J2152.0-1205,bll-blazar,-45.450,43.589,20.180,8.763,bll,0.997,bll,{},0.091,blazar,5.080,0.057,0.314,-0.270,3.074,0.268,0.000
4FGL J2152.5-0607,unID-blazar,-42.629,50.919,14.713,4.791,,0.000,unID,{2},0.144,,0.100,1.140,-0.085,-0.423,,0.196,0.000
4FGL J2152.5+1737,bll-blazar,-27.690,73.695,19.843,6.120,bll,0.997,bll,{},0.084,blazar,0.100,0.232,0.062,-0.026,0.038,0.170,0.000
4FGL J2152.9-3930,unID-blazar,-51.155,2.703,15.049,5.030,,0.000,unID,{},0.079,,0.100,0.014,-0.038,-0.371,,0.212,0.000
4FGL J2153.0-6442,unID-blazar,-43.075,327.180,24.170,5.321,,0.000,unID,{},0.063,,18.188,0.004,0.215,-0.283,28.918,0.572,0.000
4FGL J2153.1-0041,bll-blazar,-39.748,57.037,23.148,9.529,bll,0.999,bll,{},0.037,blazar,1000.000,0.280,-0.007,-0.012,,0.114,0.000
4FGL J2153.8-1137,fsrq-blazar,-45.623,44.453,96.497,20.686,fsrq,0.998,fsrq,{},0.050,blazar,0.100,9.851,0.142,-0.274,0.032,0.075,0.000
4FGL J2155.2+2249,fsrq-blazar,-24.370,78.228,136.219,10.207,fsrq,0.999,fsrq,{},0.075,blazar,0.100,0.836,0.232,-0.095,0.135,0.150,0.000
4FGL J2155.3+6602,bcu_unk-blazar,9.019,106.325,17.656,6.699,bcu,,bcu_unk,{},0.160,,0.246,2.555,0.980,0.559,0.099,0.468,0.140
4FGL J2156.0+1818,bll-blazar,-27.783,74.914,20.177,18.968,bll,1.000,bll,{},0.032,blazar,34.508,0.584,0.173,-0.084,31.011,0.098,0.000
4FGL J2156.0-6942,rdg-pulsar,-40.567,321.366,6.067,7.182,rdg,0.968,rdg,{5},0.140,,0.236,1.108,0.966,-0.364,0.086,0.351,0.700
4FGL J2156.2+6955,unID-blazar,11.987,108.871,11.343,4.058,,0.000,unID,{4},0.249,,0.208,0.119,0.257,0.513,0.416,0.227,0.420
4FGL J2156.3-0036,fsrq-blazar,-40.342,57.742,77.764,13.659,fsrq,0.998,fsrq,{},0.051,blazar,0.100,0.984,0.027,-0.026,,0.076,0.000
4FGL J2156.6+6354,unID-blazar,7.274,105.095,9.815,5.087,,0.000,unID,"{1,6}",0.072,,0.100,0.350,0.148,0.670,0.232,0.152,0.000
4FGL J2156.9-0854,bll-blazar,-44.995,48.376,8.936,12.445,bll,0.998,bll,{},0.055,blazar,2.463,0.095,0.354,-0.312,1.125,0.218,0.050
4FGL J2157.0+1002,fsrq-blazar,-33.729,68.204,7.285,4.260,fsrq,0.903,fsrq,{},0.268,blazar,0.455,0.071,0.689,-0.225,0.300,0.391,0.270
4FGL J2157.3-3840,unID-blazar,-52.071,3.917,12.369,4.199,,0.000,unID,{2},0.116,,0.100,0.075,-0.081,-0.447,,0.149,0.000
4FGL J2157.5+3127,fsrq-blazar,-18.240,84.764,2223.270,54.992,fsrq,1.000,fsrq,{},0.018,blazar,0.423,27.992,0.306,0.080,0.069,0.040,0.020
4FGL J2157.8+7142,unID-pulsar,13.299,110.136,6.868,5.577,,0.660,unID,"{1,6}",0.339,,0.352,0.974,0.860,0.749,0.144,0.463,0.660
4FGL J2158.1-1501,fsrq-blazar,-48.025,40.634,47.942,29.167,fsrq,1.000,fsrq,{},0.031,blazar,0.580,1.460,0.147,-0.227,0.331,0.061,0.000
4FGL J2158.5-7550,bcu_unk-blazar,-36.928,315.033,18.994,5.575,bcu,0.992,bcu_unk,{},0.121,,0.100,0.718,-0.100,0.005,,0.128,0.000
4FGL J2158.8-3013,bll-blazar,-52.243,17.731,1061.281,248.351,bll,1.000,bll,{},0.008,blazar,20.188,1600.315,0.081,-0.408,4.064,0.008,0.000
4FGL J2159.1-2840,bll-blazar,-52.110,20.239,16.449,17.238,bll,0.999,bll,{},0.033,blazar,8.770,0.262,0.269,-0.362,3.729,0.132,0.000
4FGL J2159.6-4620,unID-blazar,-51.228,351.628,16.740,13.629,,0.000,unID,{},0.031,,80.738,0.121,0.092,-0.347,294.508,0.142,0.000
4FGL J2159.8-4751,bcu_unk-blazar,-50.858,349.285,74.667,13.667,bcu,0.990,bcu_unk,{},0.130,,0.100,1.864,0.052,-0.311,,0.121,0.000
4FGL J2200.0-5059,unID-pulsar,-49.908,344.592,11.355,5.781,,0.000,unID,{},0.144,,0.927,0.026,0.736,-0.322,0.598,0.543,0.980
4FGL J2200.1+2138,bll-blazar,-26.013,78.253,46.464,15.743,bll,0.999,bll,{},0.047,blazar,1.277,0.208,0.114,-0.039,1.359,0.091,0.000
4FGL J2200.3+1029,bll-blazar,-34.009,69.275,15.342,7.289,bll,0.974,bll,{},0.103,blazar,0.100,0.494,0.142,-0.247,0.129,0.155,0.000
4FGL J2200.6+0232,fsrq-blazar,-39.288,61.840,27.376,7.790,fsrq,0.986,fsrq,{},0.169,blazar,0.100,0.508,0.259,-0.249,0.199,0.298,0.010
4FGL J2200.7-2414,bcu_unk-blazar,-51.612,27.410,22.001,10.096,bcu,0.997,bcu_unk,{3},0.053,,0.100,0.251,0.021,-0.425,,0.109,0.000
4FGL J2201.0-5907,bcu_unk-pulsar,-46.684,333.362,11.346,5.952,bcu,0.998,bcu_unk,{},0.090,,2.998,0.024,1.544,-0.313,0.787,1.323,0.930
4FGL J2201.0-6928,unID-pulsar,-41.051,321.277,9.943,16.328,,0.000,unID,{},0.052,,1.648,0.331,1.230,-0.359,0.276,0.396,0.970
4FGL J2201.0-3228,unID-blazar,-52.891,14.101,7.033,4.283,,0.120,unID,{},0.081,,17.850,0.036,1.909,-0.320,5.517,0.779,0.000
4FGL J2201.5-8339,fsrq-blazar,-31.712,307.959,565.373,45.617,fsrq,0.980,fsrq,{},0.027,blazar,0.208,29.215,0.332,0.025,0.070,0.062,0.000
4FGL J2201.5+2950,bcu_unk-blazar,-20.031,84.376,19.474,7.017,bcu,0.993,bcu_unk,{},0.110,,2.263,0.018,0.181,-0.031,3.094,0.224,0.000
4FGL J2201.8+5048,fsrq-blazar,-3.549,97.655,4187.405,48.703,fsrq,1.000,fsrq,{},0.026,blazar,0.100,323.582,0.307,0.538,0.025,0.041,0.000
4FGL J2201.9-1706,bll-blazar,-49.689,38.269,12.717,6.921,bll,1.000,bll,{},0.038,blazar,1000.000,1.726,-0.100,-0.311,,0.147,0.000
4FGL J2202.7+4216,bll-blazar,-10.444,92.601,25730.711,343.185,BLL,1.000,bll,{},0.009,blazar,0.321,3629.035,0.119,0.362,0.038,0.008,0.000
4FGL J2202.7-5637,bll-blazar,-48.046,336.451,9.189,7.551,bll,0.980,bll,{},0.056,blazar,9.923,0.012,0.147,-0.401,13.996,0.206,0.000
4FGL J2202.8-2328,fsrq-blazar,-51.904,28.812,24.277,4.288,fsrq,0.958,fsrq,"{3,5}",0.278,blazar,0.376,0.087,0.951,-0.456,0.146,0.456,0.030
4FGL J2203.3-5009,unID-blazar,-50.686,345.549,26.914,4.828,,0.000,unID,"{1,5}",0.210,,0.213,0.202,0.635,-0.364,0.156,0.401,0.010
4FGL J2203.4+1725,fsrq-blazar,-29.639,75.681,1531.705,57.276,fsrq,1.000,fsrq,{},0.017,blazar,0.189,29.493,0.178,-0.225,0.068,0.033,0.000
4FGL J2203.6+6751,bcu_unk-blazar,9.951,108.107,10.220,5.124,bcu,0.978,bcu_unk,"{1,4}",0.141,,0.174,0.276,0.314,0.491,0.267,0.235,0.240
4FGL J2204.3+0438,bll-blazar,-38.656,64.683,24.732,14.080,bll,0.997,bll,{},0.080,blazar,0.535,0.455,0.453,-0.264,0.214,0.191,0.020
4FGL J2204.5+3634,bll-blazar,-15.181,89.305,21.521,4.230,bll,0.996,bll,{},0.081,blazar,0.100,0.031,-0.041,0.155,,0.127,0.000
4FGL J2205.0+7432,bcu_unk-blazar,15.196,112.371,79.549,6.439,bcu,0.963,bcu_unk,{},0.101,,1.486,0.142,1.585,0.428,0.293,0.706,0.210
4FGL J2205.5+6016,msp,3.738,103.720,7.088,5.470,MSP,1.000,msp,"{3,4}",0.178,pulsar,1.198,0.160,0.676,0.876,0.672,0.346,1.000
4FGL J2206.8-0032,bll-blazar,-42.412,59.902,110.743,26.826,bll,0.980,bll,{},0.037,blazar,0.366,1.808,0.163,-0.128,0.265,0.068,0.000
4FGL J2207.0+3607,bcu_unk-blazar,-15.844,89.441,12.346,6.122,bcu,0.000,bcu_unk,{},0.072,,6.136,0.013,0.201,0.132,6.805,0.227,0.010
4FGL J2207.1+4316,bcu_unk-blazar,-10.138,93.854,24.996,11.985,bcu,0.999,bcu_unk,{},0.032,,4.088,0.171,0.259,0.406,2.520,0.183,0.000
4FGL J2207.1+2222,unID-blazar,-26.545,80.160,32.441,9.814,,0.000,unID,{},0.051,,21.025,0.038,0.247,-0.091,21.816,0.217,0.020
4FGL J2207.2-2122,fsrq-blazar,-52.297,32.547,13.802,4.106,fsrq,0.959,fsrq,{},0.301,blazar,0.128,0.088,0.321,-0.347,0.275,0.318,0.090
4FGL J2207.3+2746,unID-blazar,-22.443,84.012,14.515,5.372,,0.000,unID,{},0.082,,4.273,0.019,0.741,-0.096,1.742,0.533,0.020
4FGL J2207.5-5346,fsrq-blazar,-49.906,339.919,103.262,32.278,fsrq,1.000,fsrq,{},0.046,blazar,0.100,6.519,0.063,-0.391,0.006,0.052,0.000
4FGL J2207.6+0053,fsrq-blazar,-41.687,61.596,52.418,9.419,fsrq,0.000,fsrq,{},0.103,blazar,0.100,0.588,0.066,-0.309,0.008,0.143,0.000
4FGL J2208.1+4058,psr,-12.094,92.618,40.450,8.510,PSR,1.000,psr,{9},0.246,pulsar,0.322,2.546,1.521,0.236,0.094,0.606,0.650
4FGL J2208.1-4507,bcu_unk-blazar,-52.975,352.913,14.363,4.440,bcu,0.997,bcu_unk,{},0.062,,1000.000,0.008,-0.002,-0.421,,0.268,0.000
4FGL J2208.2+0350,bll-blazar,-39.920,64.713,4.329,5.044,bll,,bll,{},0.075,blazar,1.804,0.014,0.293,-0.308,1.571,0.263,0.120
4FGL J2209.2+3710,unID-blazar,-15.261,90.455,24.603,5.953,,0.650,unID,{2},0.405,,0.205,1.218,0.849,0.134,0.103,0.477,0.020
4FGL J2209.4+4329,bcu_unk-blazar,-10.204,94.321,73.649,9.411,bcu,0.998,bcu_unk,{5},0.049,,0.100,2.550,0.018,0.278,,0.100,0.000
4FGL J2209.7-0451,bll-blazar,-45.540,55.650,12.119,14.597,bll,0.999,bll,{},0.041,blazar,1000.000,1.466,-0.068,-0.198,,0.073,0.000
4FGL J2209.8-5028,bcu_unk-blazar,-51.552,344.478,24.895,4.592,bcu,0.949,bcu_unk,{},0.127,,0.100,0.029,0.015,-0.407,,0.188,0.000
4FGL J2210.2+5919,unID-blazar,2.632,103.642,18.404,8.392,,0.000,unID,{},0.110,,0.273,3.209,0.518,0.966,0.200,0.227,0.080
4FGL J2210.2+1624,unID-blazar,-31.501,76.256,11.995,8.357,,0.000,unID,{3},0.089,,0.100,0.076,0.011,-0.255,,0.143,0.000
4FGL J2210.4-0930,unID-blazar,-48.172,50.047,15.338,4.928,,0.510,unID,{3},0.158,,0.100,0.357,-0.100,-0.385,,0.101,0.000
4FGL J2210.5+3623,bcu_unk-blazar,-16.046,90.178,7.534,5.150,bcu,0.998,bcu_unk,{},0.067,,0.100,0.119,-0.050,0.107,,0.139,0.010
4FGL J2210.8+3203,bcu_unk-blazar,-19.554,87.497,19.409,5.647,bcu,0.992,bcu_unk,{},0.076,,146.627,0.035,0.283,0.025,334.498,0.295,0.000
4FGL J2210.9-0026,bll-blazar,-43.171,60.877,14.863,4.572,bll,0.947,bll,{5},0.092,blazar,6.124,0.012,0.221,-0.143,7.357,0.307,0.000
