4FGL-DR4,source_type,glat,glon,variability,significance,class1,assoc_prob,association,flags,r95,trainer,Ep,Fp,d,diffuse,Ep_unc,d_unc,p_pulsar
4FGL J0652.8-1855,unID-blazar,-8.209,230.047,8.991,4.951,,0.630,unID,{},0.209,,0.219,0.425,0.443,0.459,0.257,0.377,0.430
4FGL J0652.9+4707,msp,19.764,169.231,17.300,12.943,MSP,1.000,msp,{},0.101,pulsar,1.143,0.369,1.908,-0.055,0.137,0.609,0.950
4FGL J0653.4+1813,bcu_unk-blazar,8.631,196.810,10.982,5.891,unk,0.000,bcu_unk,{},0.074,,0.100,0.070,0.041,-0.032,0.130,0.187,0.010
4FGL J0653.6+1636,bcu_unk-blazar,7.964,198.297,20.206,10.283,bcu,0.991,bcu_unk,{},0.085,,0.599,0.093,0.049,0.047,3.654,0.132,0.000
4FGL J0653.7+2815,bll-blazar,12.927,187.571,33.339,23.412,bll,0.999,bll,{},0.033,blazar,2.603,0.603,0.398,-0.114,0.556,0.123,0.010
4FGL J0653.8-1330,unID-blazar,-5.589,225.266,22.184,6.898,,0.000,unID,{},0.054,,19.074,0.060,0.459,0.662,13.059,0.332,0.000
4FGL J0654.0-4152,bll-blazar,-17.259,251.704,12.395,6.788,bll,0.996,bll,{},0.092,blazar,0.100,0.046,-0.028,0.012,,0.129,0.000
4FGL J0654.3+0923,bcu_unk-blazar,4.898,204.882,27.022,6.414,bcu,0.989,bcu_unk,{2},0.144,,1.536,0.044,0.130,0.277,2.610,0.167,0.000
4FGL J0654.3+5042,fsrq-blazar,21.108,165.685,347.030,40.131,fsrq,1.000,fsrq,{},0.022,blazar,0.512,3.481,0.179,-0.081,0.188,0.046,0.000
4FGL J0654.4+4514,fsrq-blazar,19.388,171.207,817.913,36.337,FSRQ,1.000,fsrq,{},0.020,blazar,0.237,4.693,0.137,-0.048,0.194,0.052,0.000
4FGL J0654.6-4952,bcu_unk-blazar,-19.910,259.660,59.254,12.307,bcu,0.920,bcu_unk,{2},0.200,,0.100,0.300,0.097,-0.202,0.155,0.131,0.000
4FGL J0654.7+4246,bll-blazar,18.609,173.682,18.248,12.574,bll,0.999,bll,{},0.040,blazar,5.725,0.106,0.126,-0.041,4.879,0.112,0.000
4FGL J0655.3-0037,spp-blazar,0.574,213.935,21.811,5.696,spp,0.800,spp,{1},0.144,,0.366,1.439,0.711,0.743,0.167,0.318,0.050
4FGL J0655.4-2631,bcu_unk-blazar,-10.932,237.268,19.003,9.332,bcu,,bcu_unk,{},0.074,,1.745,0.117,0.353,0.339,0.831,0.190,0.010
4FGL J0655.5+1552,unID-pulsar,8.057,199.161,24.685,4.462,,0.000,unID,{},0.156,,0.840,0.121,1.401,0.046,0.307,0.755,0.540
4FGL J0656.0+2420,fsrq-blazar,11.794,191.451,27.661,5.043,fsrq,0.888,fsrq,{},0.232,blazar,0.227,0.244,0.501,-0.015,0.282,0.501,0.000
4FGL J0656.3-0322,fsrq-blazar,-0.454,216.485,138.798,26.143,fsrq,0.999,fsrq,{},0.047,blazar,0.224,59.881,0.413,0.836,0.067,0.077,0.000
4FGL J0656.3+4235,bll-blazar,18.826,173.974,11.569,8.876,bll,0.994,bll,{2},0.047,blazar,6.063,0.048,0.125,-0.002,7.371,0.145,0.000
4FGL J0656.3-2404,bll-blazar,-9.695,235.101,11.826,6.883,bll,1.000,bll,{},0.060,blazar,0.144,0.052,0.049,0.174,1.248,0.127,0.000
4FGL J0656.5+4218,unID-blazar,18.769,174.266,18.670,6.153,,0.000,unID,{5},0.064,,5.883,0.020,0.242,-0.006,5.107,0.237,0.000
4FGL J0657.4-4658,msp,-18.511,256.941,12.644,14.760,msp,0.999,msp,{},0.066,pulsar,2.010,0.339,0.993,-0.120,0.343,0.318,0.850
4FGL J0657.7-5340,unID-blazar,-20.667,263.668,35.675,4.235,,0.000,unID,{3},0.195,,0.341,0.044,0.419,-0.112,0.880,0.628,0.000
4FGL J0658.1-5840,bcu_unk-blazar,-22.083,268.817,15.575,7.066,bcu,1.000,bcu_unk,{},0.058,,0.100,0.050,0.033,-0.096,0.130,0.128,0.000
4FGL J0658.2+2709,bcu_unk-blazar,13.401,189.040,15.441,6.153,bcu,0.992,bcu_unk,{},0.085,,3.606,0.033,1.904,-0.088,0.865,0.432,0.200
4FGL J0658.6+0636,bcu_unk-blazar,4.604,207.854,14.158,10.889,bcu,0.990,bcu_unk,{},0.069,,10.098,0.152,0.281,0.312,5.441,0.215,0.010
4FGL J0658.7-0407,unID-pulsar,-0.262,217.426,6.919,5.998,,0.000,unID,"{5,6}",0.158,,0.389,2.527,0.681,0.838,0.177,0.254,0.560
4FGL J0658.7+2318,unID-blazar,11.909,192.676,12.383,6.371,,0.000,unID,{},0.157,,0.100,0.083,-0.045,-0.143,,0.123,0.000
4FGL J0659.2-1758,unID-blazar,-6.414,229.869,9.442,5.289,,0.000,unID,"{1,6}",0.094,,1.209,0.033,0.172,0.526,2.046,0.199,0.040
4FGL J0659.6-2742,fsrq-blazar,-10.592,238.753,33.914,12.055,fsrq,0.992,fsrq,{3},0.284,blazar,0.318,0.915,0.427,0.177,0.167,0.185,0.000
4FGL J0659.6-6742,bcu_unk-blazar,-24.190,278.382,11.150,8.183,bcu,0.998,bcu_unk,{},0.046,,362.723,0.081,0.105,0.004,1848.661,0.161,0.000
4FGL J0659.7+1416,psr,8.268,201.068,10.517,43.549,PSR,1.000,psr,{2},0.052,pulsar,0.187,161.921,1.020,-0.012,0.017,0.100,0.730
4FGL J0659.9-2900,unID-blazar,-11.083,239.981,13.142,5.224,,0.000,unID,{},0.105,,0.758,0.016,0.084,-0.013,2.917,0.165,0.000
4FGL J0659.9+1709,fsrq-blazar,9.556,198.468,49.397,9.751,fsrq,1.000,fsrq,{},0.084,blazar,0.100,2.340,0.075,-0.010,0.006,0.132,0.000
4FGL J0700.1-6311,bcu_unk-blazar,-23.055,273.599,34.967,14.177,bcu,0.971,bcu_unk,{},0.045,,4.302,0.049,0.241,-0.043,2.536,0.190,0.000
4FGL J0700.2-5118,unID-blazar,-19.539,261.421,9.670,7.722,,0.000,unID,{},0.089,,0.487,0.020,0.044,-0.121,3.146,0.125,0.000
4FGL J0700.2+1304,bll-blazar,7.852,202.224,6.492,17.054,bll,1.000,bll,{},0.034,blazar,3.540,0.280,0.202,0.033,1.776,0.124,0.000
4FGL J0700.4-4308,unID-blazar,-16.641,253.387,9.720,5.862,,0.000,unID,"{1,3}",0.233,,0.100,0.445,0.197,-0.035,0.156,0.230,0.150
4FGL J0700.5-6610,bll-blazar,-23.760,276.770,610.155,94.477,bll,1.000,bll,{},0.012,blazar,1.303,36.077,0.148,0.004,0.180,0.021,0.000
4FGL J0700.6+3558,unID-pulsar,17.265,180.796,19.542,12.413,,0.000,unID,{},0.069,,1.178,0.207,0.814,-0.102,0.368,0.358,0.980
4FGL J0700.8+1551,unID-blazar,9.185,199.748,15.527,10.393,,0.450,unID,{},0.077,,4.901,0.098,1.294,-0.078,1.115,0.619,0.000
4FGL J0701.3-0327,unID-blazar,0.634,217.138,12.530,4.291,,0.000,unID,{6},0.185,,0.153,0.672,0.223,0.900,0.308,0.176,0.000
4FGL J0701.5+2511,bcu_unk-blazar,13.267,191.176,7.213,9.157,bcu,0.000,bcu_unk,{},0.047,,1000.000,0.893,-0.064,-0.140,,0.104,0.000
4FGL J0701.5-4634,fsrq-blazar,-17.706,256.802,534.145,42.799,fsrq,1.000,fsrq,{},0.030,blazar,0.265,9.482,0.342,-0.139,0.076,0.066,0.000
4FGL J0702.7-1951,bll-blazar,-6.528,231.923,159.157,40.038,bll,1.000,bll,{},0.020,blazar,0.845,8.053,0.145,0.531,0.353,0.043,0.000
4FGL J0703.2+6809,bcu_unk-blazar,26.122,147.385,15.389,5.140,bcu,,bcu_unk,{},0.068,,12.931,0.005,0.201,-0.242,16.888,0.266,0.000
4FGL J0703.2-3914,bll-blazar,-14.646,249.863,17.435,21.516,bll,0.998,bll,{},0.039,blazar,0.559,0.536,0.109,0.033,0.665,0.072,0.000
4FGL J0703.3-0050,bll-blazar,2.264,215.042,141.010,24.611,bll,0.999,bll,{},0.056,blazar,0.860,2.040,0.287,0.511,0.387,0.098,0.030
4FGL J0704.3-4829,unID-blazar,-17.954,258.853,30.005,9.712,,0.000,unID,{},0.040,,16.597,0.027,0.124,-0.106,29.340,0.217,0.000
4FGL J0704.6-1055,unID-pulsar,-2.073,224.149,14.292,4.730,,0.530,unID,"{4,6}",0.155,,0.489,1.758,0.707,1.029,0.272,0.349,0.600
4FGL J0704.7+4508,bcu_unk-blazar,21.079,171.935,13.101,6.261,bcu,0.906,bcu_unk,{},0.128,,0.100,0.086,0.099,-0.081,0.419,0.243,0.000
4FGL J0704.8+4907,bcu_unk-blazar,22.261,167.827,112.665,17.068,bcu,0.978,bcu_unk,{},0.051,,0.206,1.412,0.306,-0.125,0.142,0.121,0.000
4FGL J0704.9-1007,unID-pulsar,-1.639,223.471,8.726,5.267,,0.360,unID,"{3,4,6}",0.290,,0.480,1.536,0.793,0.862,0.201,0.308,0.780
4FGL J0705.0+1331,unID-blazar,9.086,202.323,11.868,4.884,,0.000,unID,{},0.070,,3.576,0.020,1.097,-0.094,1.053,0.431,0.440
4FGL J0705.7-4848,bcu_unk-blazar,-17.845,259.260,16.940,19.172,bcu,0.994,bcu_unk,{},0.041,,0.534,1.367,0.348,-0.113,0.179,0.097,0.310
4FGL J0705.8-0004,unID-pulsar,3.170,214.635,8.416,7.897,,0.000,unID,{},0.162,,0.845,0.546,0.917,0.545,0.299,0.418,1.000
4FGL J0705.9+5309,bcu_unk-blazar,23.501,163.656,15.154,9.492,bcu,0.997,bcu_unk,{},0.062,,0.401,0.020,0.041,-0.159,2.786,0.116,0.000
4FGL J0706.1+0246,bcu_unk-blazar,4.545,212.136,13.794,7.990,bcu,0.992,bcu_unk,{},0.074,,1000.000,0.768,0.068,0.508,72437.719,0.145,0.000
4FGL J0706.3-3250,unID-blazar,-11.452,244.133,12.044,4.791,,0.000,unID,{},0.077,,0.279,0.067,0.255,0.068,0.502,0.227,0.370
4FGL J0706.5+3744,bll-blazar,18.988,179.497,17.578,39.959,bll,1.000,bll,{},0.016,blazar,13.202,2.161,0.121,-0.161,6.832,0.044,0.000
4FGL J0706.8-4351,unID-blazar,-15.828,254.536,12.525,5.502,,0.000,unID,{1},0.320,,0.312,0.155,0.620,-0.075,0.175,0.298,0.380
4FGL J0706.8+7742,bll-blazar,27.277,136.767,226.187,41.689,bll,1.000,bll,{},0.020,blazar,2.247,1.276,0.229,-0.236,0.418,0.055,0.000
4FGL J0706.9+6109,bll-blazar,25.367,155.115,32.524,17.742,bll,0.999,bll,{},0.047,blazar,0.100,1.622,0.031,-0.151,,0.069,0.000
4FGL J0708.6+1747,unID-blazar,11.711,198.783,12.848,7.224,,0.000,unID,{},0.047,,6.441,0.027,0.254,0.110,5.387,0.365,0.010
4FGL J0708.9+4839,rdg-blazar,22.787,168.526,14.498,7.749,rdg,0.951,rdg,{2},0.077,,76.524,0.043,0.197,-0.156,159.389,0.259,0.000
4FGL J0709.0+4304,bcu_unk-blazar,21.177,174.289,17.377,4.121,bcu,,bcu_unk,{},0.049,,0.100,0.010,-0.018,-0.020,,0.202,0.000
4FGL J0709.1+2241,bll-blazar,13.833,194.262,93.505,30.334,bll,0.992,bll,{},0.026,blazar,2.129,1.188,0.117,-0.161,0.933,0.055,0.000
4FGL J0709.1-1034,unID-pulsar,-0.915,224.348,12.297,9.410,,0.180,unID,"{3,5,6}",0.120,,0.478,2.822,0.489,0.994,0.239,0.187,0.720
4FGL J0709.2-1527,bll-blazar,-3.149,228.693,24.142,13.369,bll,0.999,bll,{},0.049,blazar,44.769,0.423,0.144,0.653,60.760,0.109,0.000
4FGL J0709.3+0540,bcu_unk-blazar,6.563,209.895,33.124,9.959,bcu,,bcu_unk,{},0.065,,1.059,0.141,0.113,0.267,1.771,0.121,0.000
4FGL J0709.7-3009,bcu_unk-blazar,-9.646,241.973,20.103,9.705,unk,0.000,bcu_unk,{},0.053,,15.375,0.047,0.139,0.112,21.493,0.159,0.000
4FGL J0709.7-0255,fsrq-blazar,2.737,217.635,337.631,33.523,fsrq,1.000,fsrq,{},0.024,blazar,0.157,17.685,0.140,0.373,0.122,0.045,0.000
4FGL J0710.4+5908,bll-blazar,25.425,157.408,35.098,29.127,bll,1.000,bll,{},0.017,blazar,73.350,1.171,0.145,-0.313,70.876,0.060,0.000
4FGL J0710.8-3851,fsrq-blazar,-13.136,250.104,119.323,17.095,fsrq,0.991,fsrq,{},0.060,blazar,0.212,2.636,0.357,0.161,0.124,0.134,0.000
4FGL J0710.9+4733,bll-blazar,22.799,169.773,80.478,12.902,bll,0.996,bll,{},0.080,blazar,0.114,1.305,0.299,-0.073,0.116,0.135,0.000
4FGL J0711.3-0942,bcu_unk-pulsar,-0.049,223.836,7.678,4.864,unk,0.000,bcu_unk,{5},0.194,,0.481,2.635,1.741,0.726,0.114,0.807,0.760
4FGL J0712.0-6431,unID-pulsar,-22.167,275.379,4.541,11.991,,0.000,unID,{2},0.077,,1.954,0.184,1.278,0.011,0.325,0.441,0.870
4FGL J0712.4+5724,bll-blazar,25.352,159.339,30.069,5.378,bll,0.991,bll,{2},0.151,blazar,24.773,0.015,0.327,-0.280,25.212,0.339,0.000
4FGL J0712.5+3311,bcu_unk-blazar,18.557,184.455,9.469,5.336,bcu,,bcu_unk,{},0.053,,8.907,0.019,1.601,-0.231,2.804,1.089,0.020
4FGL J0712.7+5033,bll-blazar,23.867,166.705,141.367,43.294,bll,1.000,bll,{},0.020,blazar,0.100,4.513,0.070,-0.156,0.128,0.037,0.000
4FGL J0712.8-5637,unID-blazar,-19.581,267.394,20.778,6.863,,0.310,unID,{},0.259,,0.463,0.176,0.729,0.005,0.209,0.405,0.370
4FGL J0713.0+5738,bcu_unk-blazar,25.467,159.110,113.050,9.072,bcu,0.998,bcu_unk,{},0.049,,0.116,0.609,0.192,-0.230,0.160,0.110,0.000
4FGL J0713.5+2537,bcu_unk-pulsar,15.925,191.877,11.910,6.943,bcu,0.981,bcu_unk,{},0.089,,2.304,0.049,0.605,-0.108,1.110,0.434,0.680
4FGL J0713.5-2555,unID-blazar,-7.031,238.518,9.031,6.505,,0.000,unID,{1},0.083,,0.100,1.479,0.033,0.499,,0.129,0.000
4FGL J0713.8-4820,unID-blazar,-16.442,259.330,10.907,5.060,,0.000,unID,{6},0.161,,0.301,0.058,0.260,0.033,0.734,0.314,0.430
4FGL J0713.8+1935,fsrq-blazar,13.578,197.637,827.084,39.272,fsrq,1.000,fsrq,{},0.029,blazar,0.220,13.079,0.233,-0.030,0.087,0.053,0.000
4FGL J0714.4+1110,bcu_unk-blazar,10.141,205.480,18.678,7.666,bcu,0.974,bcu_unk,{2},0.123,,1.855,0.045,0.307,-0.104,1.535,0.261,0.000
4FGL J0715.3-6828,bcu_unk-blazar,-22.971,279.590,17.100,7.730,bcu,0.999,bcu_unk,{},0.088,,0.138,0.034,0.075,0.156,0.969,0.161,0.000
4FGL J0715.6-4528,bll-blazar,-15.026,256.716,19.539,13.787,bll,0.994,bll,{},0.077,blazar,0.100,0.981,0.036,0.042,0.005,0.084,0.000
4FGL J0715.7-1128,unID-pulsar,0.082,225.897,2.636,7.449,,0.720,unID,{},0.278,,0.362,4.319,0.925,0.833,0.125,0.527,0.730
4FGL J0716.0-0826,unID-pulsar,1.577,223.260,10.434,4.580,,0.000,unID,{},0.112,,0.796,0.330,1.003,0.579,0.397,0.564,1.000
4FGL J0716.9-2219,unID-blazar,-4.685,235.662,29.387,5.042,,0.000,unID,{1},0.136,,0.513,0.755,1.237,0.631,0.208,0.610,0.110
4FGL J0717.3+2437,unID-blazar,16.330,193.192,11.563,4.207,,0.000,unID,{},0.059,,1000.000,0.015,-0.003,-0.152,,0.319,0.000
4FGL J0717.7-5519,bcu_unk-blazar,-18.480,266.349,12.131,9.181,bcu,0.999,bcu_unk,{},0.049,,6.760,0.058,0.433,0.039,2.693,0.232,0.000
4FGL J0718.0+4536,fsrq-blazar,23.456,172.161,235.639,23.247,fsrq,0.994,fsrq,{},0.050,blazar,0.332,3.053,0.383,-0.157,0.097,0.087,0.010
4FGL J0718.2-1324,bcu_unk-blazar,-0.280,227.896,19.153,4.353,bcu,0.995,bcu_unk,{},0.080,,0.196,0.074,0.108,0.661,0.962,0.178,0.000
4FGL J0718.6-4319,bll-blazar,-13.656,254.918,19.895,59.529,bll,1.000,bll,{},0.016,blazar,3.956,8.512,0.174,-0.014,0.703,0.035,0.000
4FGL J0718.8-5004,unID-pulsar,-16.353,261.323,11.185,11.782,,0.000,unID,{},0.064,,1.011,0.269,0.720,0.043,0.273,0.261,0.980
4FGL J0718.8+4618,unID-pulsar,23.776,171.466,10.553,4.205,,0.000,unID,{5},0.135,,0.801,0.030,0.625,-0.083,0.526,0.385,1.000
4FGL J0719.1-7055,bll-blazar,-23.323,282.245,14.756,9.103,bll,0.996,bll,{},0.084,blazar,3.453,0.031,0.367,0.121,1.863,0.288,0.010
4FGL J0719.3+3307,fsrq-blazar,19.862,185.044,1320.263,92.253,fsrq,1.000,fsrq,{},0.015,blazar,0.539,37.868,0.216,-0.198,0.077,0.027,0.000
4FGL J0719.6-3927,bcu_unk-blazar,-11.848,251.396,14.341,4.183,bcu,0.999,bcu_unk,{4},0.067,,0.233,0.033,0.128,0.340,1.025,0.216,0.000
4FGL J0719.7-4012,bll-blazar,-12.169,252.103,8.769,15.573,bll,1.000,bll,{},0.034,blazar,0.180,0.561,0.083,0.225,0.502,0.082,0.000
4FGL J0720.0-3507,bcu_unk-blazar,-9.892,247.463,68.041,7.448,bcu,0.979,bcu_unk,{},0.069,,0.100,0.592,0.108,0.304,0.126,0.141,0.000
4FGL J0720.0-6237,bcu_unk-blazar,-20.725,273.728,21.697,8.042,bcu,0.000,bcu_unk,{},0.356,,0.104,3.918,0.811,0.051,0.065,0.476,0.090
4FGL J0721.3-0222,bll-blazar,5.549,218.466,13.374,7.374,bll,0.999,bll,{},0.065,blazar,147.254,0.054,0.047,0.116,1791.867,0.199,0.000
4FGL J0721.3+0405,fsrq-blazar,8.524,212.687,136.264,25.744,fsrq,1.000,fsrq,{},0.043,blazar,0.126,13.963,0.294,0.175,0.065,0.077,0.000
4FGL J0721.9+7120,bll-blazar,28.022,143.985,3680.857,318.785,BLL,1.000,bll,{},0.008,blazar,0.932,1836.803,0.117,-0.393,0.054,0.006,0.000
4FGL J0722.4-2650,unID-pulsar,-5.668,240.256,12.278,11.022,,0.000,unID,{},0.068,,1.312,0.519,0.760,0.432,0.457,0.343,0.790
4FGL J0722.7+3606,bcu_unk-blazar,21.505,182.273,19.622,6.861,bcu,0.988,bcu_unk,{},0.139,,0.146,0.188,0.284,-0.228,0.257,0.230,0.010
4FGL J0722.7-2309,unID-blazar,-3.885,237.010,7.751,6.633,,0.000,unID,"{6,9}",0.217,,0.236,6.032,0.757,0.924,0.095,0.317,0.480
4FGL J0723.0-0732,bll-blazar,3.514,223.258,13.630,15.244,bll,1.000,bll,{3},0.055,blazar,0.100,0.761,-0.003,0.207,,0.064,0.040
4FGL J0723.1-3048,unID-blazar,-7.360,243.864,5.279,9.504,,0.000,unID,{},0.061,,0.100,0.274,-0.030,0.243,,0.087,0.060
4FGL J0723.4+5841,bll-blazar,26.997,158.200,23.628,7.232,bll,0.998,bll,{},0.059,blazar,19.835,0.029,1.698,-0.263,8.720,1.322,0.000
4FGL J0723.5+2900,fsrq-blazar,19.256,189.468,47.830,6.255,fsrq,0.975,fsrq,{},0.139,blazar,0.145,0.192,0.342,-0.244,0.300,0.332,0.000
4FGL J0723.7+2050,bll-blazar,16.215,197.432,14.813,14.697,bll,0.999,bll,{},0.046,blazar,1000.000,0.570,-0.005,-0.172,,0.087,0.000
4FGL J0724.5+7015,unID-blazar,28.193,145.227,50.381,7.881,,0.000,unID,{},0.079,,0.100,0.146,0.063,-0.374,0.055,0.151,0.000
4FGL J0724.8+3016,unID-blazar,19.963,188.320,20.337,4.585,,0.170,unID,{2},0.278,,1000.000,0.676,-0.073,-0.208,,0.142,0.000
4FGL J0725.2+1425,fsrq-blazar,13.912,203.645,2616.021,75.831,FSRQ,1.000,fsrq,{},0.014,blazar,0.175,74.716,0.154,-0.051,0.054,0.024,0.000
4FGL J0725.3-2550,unID-blazar,-4.631,239.671,12.655,5.213,,0.520,unID,{6},0.311,,0.291,4.488,1.259,0.695,0.086,0.555,0.460
4FGL J0725.5+0216,bcu_unk-blazar,8.628,214.802,24.619,18.582,bcu,0.997,bcu_unk,{},0.034,,2.747,0.371,0.215,0.115,1.207,0.109,0.000
4FGL J0725.5-0504,bcu_unk-blazar,5.232,221.369,14.799,7.047,bcu,0.993,bcu_unk,{},0.037,,1000.000,0.091,-0.045,0.284,,0.100,0.000
4FGL J0725.6-5008,unID-blazar,-15.376,261.836,16.733,8.984,,0.000,unID,{10},0.044,,10.408,0.121,1.931,0.155,2.128,0.543,0.020
4FGL J0725.6-3530,bcu_unk-blazar,-9.030,248.331,23.096,7.357,bcu,0.982,bcu_unk,{},0.059,,0.100,0.029,0.001,0.423,,0.129,0.000
4FGL J0725.7-0549,unID-blazar,4.934,222.056,16.820,13.529,,0.000,unID,{},0.045,,9.638,0.213,0.262,0.235,4.925,0.184,0.020
4FGL J0725.8-0054,bcu_unk-blazar,7.236,217.699,35.200,27.766,bcu,1.000,bcu_unk,{},0.038,,0.100,2.071,-0.029,-0.076,,0.040,0.000
4FGL J0726.4-4727,fsrq-blazar,-14.146,259.370,122.798,20.650,fsrq,1.000,fsrq,{},0.037,blazar,0.157,6.882,0.246,0.234,0.113,0.079,0.020
4FGL J0727.1+3734,bll-blazar,22.793,181.071,15.920,4.872,bll,0.998,bll,{},0.073,blazar,15.109,0.034,1.998,-0.224,,,0.000
4FGL J0727.3+2152,unID-blazar,17.378,196.779,23.848,6.016,,0.730,unID,{},0.231,,0.503,0.147,1.309,-0.217,0.275,1.073,0.240
4FGL J0727.4+5325,bcu_unk-blazar,26.696,164.129,6.836,6.672,bcu,,bcu_unk,{9},0.193,,0.100,0.234,0.239,-0.207,0.222,0.249,0.110
4FGL J0728.2+4827,bll-blazar,25.822,169.588,18.990,9.089,bll,0.995,bll,{},0.107,blazar,0.100,0.333,-0.007,-0.070,,0.112,0.000
4FGL J0728.5+6128,bcu_unk-pulsar,27.982,155.181,11.546,9.840,bcu,0.939,bcu_unk,{2},0.154,,0.320,0.258,0.585,-0.234,0.157,0.260,0.630
4FGL J0729.1-3131,bcu_unk-blazar,-6.559,245.105,14.985,7.571,bcu,0.981,bcu_unk,{},0.092,,0.556,0.144,0.180,0.448,1.082,0.217,0.010
4FGL J0729.1+5703,fsrq-blazar,27.512,160.152,40.346,6.627,fsrq,0.991,fsrq,{},0.198,blazar,0.100,0.136,0.119,-0.195,0.172,0.205,0.000
4FGL J0729.3-1445,psr,1.467,230.359,14.727,8.506,PSR,1.000,psr,"{3,5}",0.142,pulsar,0.387,1.730,0.543,0.718,0.195,0.271,0.630
4FGL J0730.1+6852,bcu_unk-pulsar,28.633,146.804,15.442,8.021,bcu,,bcu_unk,{},0.093,,1.559,0.034,1.245,-0.309,0.424,0.634,0.620
4FGL J0730.3-1141,fsrq-blazar,3.138,227.769,3103.069,134.918,fsrq,1.000,fsrq,{},0.012,blazar,0.214,1086.372,0.185,0.409,0.030,0.015,0.000
4FGL J0730.4+3308,bll-blazar,22.064,185.865,10.488,15.723,bll,0.999,bll,{},0.036,blazar,5.892,0.194,0.309,-0.200,2.097,0.143,0.000
4FGL J0730.5-0535,bll-blazar,6.086,222.405,64.675,28.019,bll,0.997,bll,{},0.027,blazar,0.615,1.802,0.157,0.119,0.369,0.062,0.000
4FGL J0730.5-1831,bcu_unk-blazar,-0.088,233.796,11.259,4.615,unk,0.000,bcu_unk,"{3,4,6}",0.118,,0.100,0.724,0.021,1.064,,0.119,0.000
4FGL J0730.5+6720,unID-blazar,28.623,148.550,35.960,15.151,,0.790,unID,{},0.081,,0.100,3.837,0.134,-0.307,0.012,0.104,0.000
4FGL J0730.7-6602,bll-blazar,-20.793,277.598,31.564,15.766,bll,1.000,bll,{},0.034,blazar,47.876,0.280,0.155,0.144,57.246,0.097,0.000
4FGL J0731.0+6607,unID-blazar,28.619,149.943,11.433,7.444,,0.000,unID,{},0.083,,1.162,0.031,0.402,-0.250,0.934,0.322,0.360
4FGL J0731.2-1403,bll-blazar,2.199,229.966,11.510,8.529,bll,0.993,bll,{},0.097,blazar,1.825,0.216,0.592,0.514,0.776,0.289,0.360
4FGL J0731.5-1910,unID-pulsar,-0.189,234.481,12.420,4.278,,0.330,unID,"{4,5,6}",0.230,,0.399,4.940,1.131,1.080,0.110,0.419,0.610
4FGL J0731.8-3009,bcu_unk-blazar,-5.397,244.167,24.289,8.298,bcu,0.993,bcu_unk,{},0.053,,3.552,0.114,0.213,0.489,2.496,0.182,0.000
4FGL J0731.9+2805,bll-blazar,20.651,191.077,15.037,5.084,bll,0.998,bll,{},0.090,blazar,4.094,0.016,0.346,-0.325,2.785,0.349,0.020
4FGL J0732.7-4638,bcu_unk-blazar,-12.835,259.090,107.628,10.331,bcu,0.989,bcu_unk,{2},0.155,,0.345,1.791,0.865,0.238,0.151,0.340,0.030
4FGL J0733.0+4915,bcu_unk-blazar,26.769,168.903,12.202,5.051,bcu,0.990,bcu_unk,{},0.067,,0.100,0.148,-0.097,-0.145,,0.145,0.000
4FGL J0733.1+5910,bcu_unk-blazar,28.296,157.852,7.423,11.304,bcu,0.987,bcu_unk,{},0.071,,0.740,0.064,0.304,-0.227,0.610,0.211,0.360
4FGL J0733.3-7615,unID-blazar,-23.859,288.142,9.681,5.179,,0.000,unID,{},0.051,,42.105,0.018,0.298,0.240,56.210,0.295,0.010
4FGL J0733.4+5152,bcu_unk-blazar,27.314,166.021,18.128,14.049,bcu,0.998,bcu_unk,{},0.040,,1000.000,0.391,0.035,-0.236,191408.812,0.093,0.000
4FGL J0733.5+3517,bll-blazar,23.331,183.853,10.889,6.365,bll,0.996,bll,{},0.080,blazar,2.048,0.017,0.386,-0.154,1.573,0.336,0.030
4FGL J0733.5-5445,bcu_unk-blazar,-16.177,266.726,104.023,17.496,bcu,0.998,bcu_unk,{},0.042,,0.343,0.392,0.109,0.100,0.591,0.085,0.000
4FGL J0733.6+3649,bcu_unk-blazar,23.819,182.272,36.683,6.674,bcu,0.957,bcu_unk,{},0.083,,0.465,0.046,0.209,-0.240,0.808,0.224,0.000
4FGL J0733.7+0205,bcu_unk-blazar,10.365,215.915,14.491,4.167,bcu,0.000,bcu_unk,{6},0.145,,0.279,0.158,0.455,0.037,0.396,0.432,0.420
4FGL J0733.7+4110,bll-blazar,25.042,177.688,12.418,16.339,bll,0.999,bll,{},0.034,blazar,5.294,0.113,0.102,-0.232,4.690,0.107,0.000
4FGL J0733.8+0455,fsrq-blazar,11.682,213.354,162.161,14.544,fsrq,0.999,fsrq,{},0.064,blazar,0.212,1.052,0.261,-0.216,0.179,0.122,0.020
4FGL J0734.0+5021,fsrq-blazar,27.143,167.727,490.280,30.680,fsrq,0.995,fsrq,{},0.067,blazar,0.389,1.995,0.298,-0.199,0.153,0.084,0.000
4FGL J0734.3-4448,unID-blazar,-11.757,257.541,9.446,5.881,,0.000,unID,"{1,3}",0.058,,0.100,0.081,-0.033,0.122,,0.115,0.010
4FGL J0734.4-7711,bcu_unk-blazar,-24.067,289.125,230.755,22.292,bcu,1.000,bcu_unk,{},0.032,,0.499,1.776,0.268,0.288,0.230,0.087,0.000
4FGL J0734.7-1559,psr,2.013,232.064,10.026,65.947,PSR,1.000,psr,{},0.023,pulsar,0.620,155.647,0.547,0.622,0.050,0.047,0.990
